function	G2N01	G2N02	G2N03	G2N04	G2N05	G2N06	G2N07	G2N08	G2N09	G2N10	G2N11	G2N12	G2P01	G2P02	G2P03	G2P04	G2P05	G2P06	G2P07	G2P08	G2P09	G2P10	G2P11	G2P12	G5N01	G5N02	G5N03	G5N04	G5N05	G5N06	G5N07	G5N08	G5N09	G5N10	G5N11	G5N12	G5P01	G5P02	G5P03	G5P04	G5P05	G5P06	G5P07	G5P08	G5P09	G5P10	G5P11	G5P12	NC01	NC02	NC03	NC04	NC05	PCRN	PCRP	PM01	PM02	PM03	SC01	SC02
RXN-12960	36845.27	53682.19	59730.23	77957.70999999999	37608.66	62750.2	46103.810000000005	56604.62	72391.81	73547.76999999999	84370.84000000001	73498.84	76029.96999999999	66479.37	99143.71	94092.79	134020.11000000002	80741.89	52865.84	65223.12	78589.90000000001	65505.55	62749.83	46379.6	133009.03	90507.54	68608.07	117666.31	90444.29	112492.59	92204.69	86337.26999999999	131490.87	93835.32	147863.67	76452.93	129613.96	78581.94000000002	97493.74	81621.43	152064.53999999998	117890.85	101895.81	60601.74	139759.05	169100.49999999997	121504.93	76781.73	323.33	8995.0	2728.92	7526.5	1830.77	759.5600000000001	65.0	31762.66	11299.38	35284.38	19612.85	18654.29
RXN-12967	193.0	254.0	371.0	275.0	521.0	522.0	61.0	159.0	293.0	42.0	327.0	246.0	193.0	439.0	276.0	303.0	145.0	426.0	361.0	414.0	270.0	400.0	763.0	282.0	92.0	248.0	422.0	92.0	105.0	91.0	93.0	165.0	62.0	48.0	40.0	102.0	77.0	127.0	162.0	174.0	90.0	386.0	101.0	59.0	83.0	55.0	81.0	81.0	0.0	242.0	366.0	25.0	0.0	0.0	0.0	30.0	24.0	10.0	224.0	209.0
RXN-12968	449.0	1087.2	355.4	318.8	256.8	327.2	363.0	386.2	231.0	113.0	297.0	408.6	1769.0	474.0	549.0	808.0	646.8	2445.0	688.0	456.4	478.0	367.0	1343.0	465.0	5.0	25.0	98.0	46.0	34.0	18.0	69.0	24.0	46.0	16.0	130.0	43.0	35.0	54.0	33.0	69.0	50.0	43.0	227.0	30.0	21.0	20.0	77.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	3.8	26.0	17.0
RXN-12971	942.0	991.0	1611.0	2210.0	3302.0	4746.0	159.0	773.0	1901.0	67.0	1547.0	1509.0	809.0	5093.0	723.0	1265.0	205.0	3059.0	1596.0	1533.0	963.0	4355.0	927.0	820.0	104.0	519.0	59.0	11.0	3.0	35.0	38.0	21.0	3.0	72.0	24.0	14.0	26.0	0.0	0.0	0.0	26.0	3.0	66.0	4.0	43.0	1.0	23.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	250.0
RXN-12975	5933.04	6013.35	4953.74	9498.14	3985.33	6822.38	7290.07	5143.27	8317.119999999999	8617.58	7059.26	6396.92	21251.29	16241.72	29605.620000000003	27236.03	31169.19	15199.89	9126.6	9524.86	13824.32	13930.13	11979.25	7161.35	11416.27	5901.21	5748.5	7587.209999999999	4245.29	9070.25	7471.18	7281.759999999999	4793.2	8677.39	14813.499999999998	6379.52	9060.64	6201.38	7858.08	7191.4400000000005	9059.71	6486.34	6560.9	6157.66	9441.74	11285.000000000002	6809.76	4973.41	72.5	835.5	506.25	321.5	166.26999999999998	28.56	7.0	1922.81	778.0600000000001	1440.14	1618.09	1107.37
RXN-12976	3872.96	3833.85	3196.32	5923.72	2837.66	5055.05	3999.99	3142.6	5815.039999999999	4866.91	4764.18	4372.0	15018.71	12332.47	26146.120000000003	22935.03	24578.94	11936.81	7372.1	7110.030000000001	11256.99	11610.38	10118.919999999998	5745.85	11279.77	5784.13	5555.92	7408.629999999999	4195.21	8903.0	7363.43	7235.339999999999	4760.78	8541.72	14629.42	6255.4400000000005	8915.560000000001	5533.05	5962.58	6673.6900000000005	9053.88	6110.42	6439.82	4476.08	8862.66	10458.750000000002	6727.43	4671.41	91.25	833.0	506.25	283.25	106.52	28.56	7.0	2460.56	781.6400000000001	1972.97	1609.5100000000002	1099.37
RXN-12977	25007.54	34382.16	22971.32	20992.3	16390.120000000003	29171.82	15262.81	19386.29	21329.73	27760.01	20460.45	19939.52	34756.94	38400.7	37694.82	48398.32	26962.19	47235.60999999999	28683.37	30809.77	30372.88	30747.88	37328.93	23288.05	25103.57	42764.57	41492.48	57564.91	30585.38	32596.1	38067.670000000006	33519.58	18303.23	45786.7	39732.49	31819.7	25989.1	50179.91	41630.3	62687.55	35293.84	42412.07	27163.83	38827.58	27872.68	21785.39	26716.19	16228.96	87.5	2191.0	2280.6	2365.23	993.9	791.0	7.0	14219.4	8820.2	23866.660000000003	4665.0	3245.75
RXN-12978	689422.37	780326.73	742539.76	920222.53	706716.27	948777.57	535777.77	722484.94	817171.07	961881.77	944789.06	857763.48	826206.5800000001	991453.44	907977.39	974041.5	1221540.27	1020720.25	715360.76	852424.31	803306.57	790887.45	965870.36	538407.56	902805.75	807817.12	727493.8300000001	966239.21	817526.5	876362.88	797842.6799999999	724611.7	1033392.82	792450.93	1086043.1	674191.84	906868.68	730123.4800000001	821159.54	891591.4099999999	1036850.72	887845.23	708074.01	623990.65	921319.13	1019306.92	894182.5	533351.94	7860.26	127628.01	71237.77999999998	213341.34	53130.1	34129.15	77039.86000000002	846822.0599999998	620657.72	895185.45	795437.9400000001	731006.6599999999
RXN-12979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12994	449.0	1087.2	355.4	318.8	256.8	327.2	363.0	386.2	231.0	113.0	297.0	408.6	1769.0	474.0	549.0	808.0	646.8	2445.0	688.0	456.4	478.0	367.0	1343.0	465.0	5.0	25.0	98.0	46.0	34.0	18.0	69.0	24.0	46.0	16.0	130.0	43.0	35.0	54.0	33.0	69.0	50.0	43.0	227.0	30.0	21.0	20.0	77.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	3.8	26.0	17.0
RXN-12997	942.0	991.0	1611.0	2210.0	3302.0	4746.0	159.0	773.0	1901.0	67.0	1547.0	1509.0	809.0	5093.0	723.0	1265.0	205.0	3059.0	1596.0	1533.0	963.0	4355.0	927.0	820.0	104.0	519.0	59.0	11.0	3.0	35.0	38.0	21.0	3.0	72.0	24.0	14.0	26.0	0.0	0.0	0.0	26.0	3.0	66.0	4.0	43.0	1.0	23.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	250.0
RXN-13008	1567067.87	1780962.28	1548479.7399999998	1857203.44	1406057.13	1982374.43	1115387.21	1527967.8	1629940.4500000002	2047141.81	1931357.45	1708463.68	1836443.24	2134377.99	1862429.44	2099259.72	2288437.13	2259132.44	1517145.01	1813691.2	1657654.7600000002	1644591.68	2066827.24	1147702.52	1832326.97	1890211.34	1734084.53	2315250.99	1868517.72	1874497.82	1751342.38	1623496.36	1972677.61	1770903.41	2248113.34	1481872.91	1875830.33	1857036.38	1856570.17	2264810.14	2211477.14	1971912.6	1539784.19	1557313.96	1908255.12	2001621.85	1871982.37	1103870.91	16465.68	267062.68999999994	174115.18	387094.85	120588.56	87727.04000000001	77829.39	1778082.46	1343194.57	2002648.29	1372481.46	1283066.73
RXN-1302	23.0	37.0	37.0	40.0	52.0	97.0	18.0	126.0	130.0	31.0	93.0	115.0	69.0	72.0	72.0	60.0	59.0	85.0	76.0	62.0	55.0	66.0	155.0	69.0	12.0	12.0	47.0	13.0	24.0	6.0	6.0	13.0	15.0	6.0	22.0	14.0	13.0	0.0	15.0	32.0	12.0	9.0	4.0	0.0	13.0	18.0	26.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	22.0
RXN-13028	106109.89	131730.43	131519.16	172030.18	101366.83	163667.39	106303.44	140420.81	161941.54000000004	197343.9	194296.69	164353.97999999998	152962.82	155263.23	160786.77000000002	175696.88	236453.93	185635.2	121557.28	159980.81	151941.96999999997	135993.82	148159.19999999998	99357.11	211547.68	154263.38	134969.25	219951.78	167219.87000000002	198777.39	167015.17	145567.54	201172.79	158897.78999999998	241297.47	137541.91	219670.76	150520.29	178969.61	163045.53	245197.45	204782.0	174471.15	115390.39	221222.4	258547.26	189404.82	128079.81	747.74	15200.16	6377.5	16269.67	5284.97	2745.4500000000003	100.12	79857.62999999999	30652.6	102818.91	59501.71	54865.96000000001
RXN-1303	184.0	152.0	256.0	164.0	5344.0	1376.0	280.0	804.0	644.0	440.0	1372.0	1004.0	488.0	2348.0	404.0	1092.0	380.0	248.0	864.0	664.0	260.0	644.0	496.0	304.0	0.0	0.0	16.0	8.0	0.0	32.0	0.0	20.0	16.0	12.0	16.0	16.0	16.0	12.0	4.0	4.0	4.0	8.0	0.0	24.0	12.0	0.0	4.0	0.0	0.0	0.0	0.0	3384.0	484.0	0.0	0.0	0.0	0.0	80.0	21808.0	21280.0
RXN-13030	0.0	0.0	0.0	2.0	32.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	11.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	52.0
RXN-13032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.0	0.0	0.0	0.0	22.0	0.0	5.0	0.0	0.0
RXN-13036	20235.19	13332.17	15207.93	20658.870000000003	6450.120000000001	10762.2	16178.52	19952.38	18122.92	39265.48	18762.160000000003	21946.72	25470.25	18990.43	17189.91	16867.07	44989.65	26024.39	11147.62	16473.769999999997	18147.75	12182.64	13870.87	9305.57	11393.069999999998	12232.93	10068.7	11982.11	22273.26	8514.439999999999	12944.55	9315.64	51148.04	10331.93	12407.91	17451.46	10395.72	11494.490000000002	13773.05	16950.75	8945.57	9889.02	8797.140000000001	20816.7	23950.38	26744.58	25478.0	10838.419999999998	385.44	8357.83	6494.0	4517.16	2930.05	2243.94	13.0	72837.5	72463.67	54879.47	1260.09	1596.65
RXN-13037	210163.53	257333.55	216728.24	250797.28	227307.34000000003	297668.33	137916.69	192169.2	213410.39	246229.56	262271.23	225283.96	225856.82	308770.81999999995	247666.18	282160.68000000005	254015.83	297106.87	218143.66	251169.42	216238.37	229628.1	312111.52	162070.08000000002	222491.08000000005	242738.91	221896.62	288970.75	231868.29	236054.33	215353.5	206378.04	218335.83	216110.07	273963.83	178299.94	237598.27	232559.31	233695.68	286407.39	282227.26	252661.92	191676.78	188213.43	222343.99	233157.73	226821.2	136368.46	1905.24	28345.57	17956.96	62779.42	15110.12	9533.76	76629.13	160775.66	101626.42	200240.15	247175.94	230464.18
RXN-13039	69962.26	87547.87999999999	85716.54999999999	105572.08000000002	75026.84	111167.77	59240.28999999999	91711.06	107961.82	129343.5	132150.32	120203.7	110709.83	139705.79	126726.34	123224.69	174564.81000000003	143333.59999999998	83212.29	104868.28	109152.49	97988.31	116928.38	69988.09999999999	138698.01	130028.03	92254.29	124481.0	139275.26	115328.08	108165.45	111629.36	242520.06	102665.69	151569.1	108164.22	127647.81	100848.21	110960.03	125371.35	160538.85	125442.2	101614.91	104096.38	175435.80000000002	202128.58	183364.37	95456.5	1351.1	25298.980000000003	22536.42	21374.23	10648.67	7535.809999999999	76589.0	230941.09	209066.25999999995	202045.45	62415.25	63148.37
RXN-13054	2145.0	815.0	698.5	859.0	805.0	2624.5	371.0	893.5	1132.5	371.5	1378.0	1122.5	1106.5	2211.0	888.5	1035.5	693.5	1417.0	1569.5	1177.0	885.0	1075.5	1842.5	701.5	317.5	453.5	443.5	530.0	404.0	452.0	367.0	371.5	284.5	258.5	347.0	373.5	926.5	242.5	374.5	408.5	314.0	324.0	511.5	217.0	262.5	212.5	236.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	12.0	55.0	24.0	357.5	416.0
RXN-13056	1135.33	600.0	513.8299999999999	631.3299999999999	629.3299999999999	1955.5	262.33	587.5	821.8299999999999	270.5	2211.0	857.83	640.8299999999999	1373.33	591.1700000000001	735.5	451.5	923.0	954.5	805.6700000000001	647.6700000000001	758.5	1183.83	503.83	286.5	343.5	322.5	363.0	275.0	422.0	319.33000000000004	288.83	217.5	228.83	315.0	269.5	912.5	209.5	310.5	330.83000000000004	275.33000000000004	273.0	488.5	178.0	239.5	192.17	174.0	190.67	0.0	0.0	0.0	0.0	0.0	0.0	452.0	85.67	77.66	184.0	353.5	419.0
RXN-13064	27437.07	35340.73	37789.92999999999	46844.43	26990.44	46806.490000000005	27242.610000000004	36765.71	45535.240000000005	45507.78	55355.04000000001	48542.61	36197.560000000005	43524.43	49045.7	52624.98	62766.85999999999	50657.060000000005	34225.340000000004	41840.71	43299.1	39543.19	43752.77	29034.69	60643.45	35113.259999999995	35869.41	54204.48000000001	39671.74999999999	61955.95	47966.71	38381.17	41889.94	52732.170000000006	73247.20999999999	36243.4	48775.36000000001	29907.52	45698.77	30528.37	37037.27	43114.06	38409.12	22145.63	43920.48	48251.93	28865.83	29957.67	106.33	4247.67	663.5899999999999	3876.83	1101.0	467.67	22.0	15520.51	5717.99	20027.51	12760.92	12005.37
RXN-13067	12510.47	16025.6	15771.7	18410.27	11226.83	18760.93	9871.77	12968.5	13132.87	8415.9	16878.04	15168.64	9084.1	15473.5	8186.13	10328.57	9843.27	13928.7	10862.63	13820.6	10411.13	11779.67	16846.4	7346.83	7961.66	9659.87	9874.04	8446.4	8682.4	9756.41	8441.99	7685.04	6103.17	6852.07	7601.83	6501.71	9093.51	7452.01	9891.27	9983.3	9574.98	8674.880000000001	7142.4	6125.33	6762.4	7602.04	5806.91	5015.5	227.0	704.0	48.5	3088.0	1190.0	128.0	7.0	1966.9	283.0	1744.6	7438.67	7195.0
RXN-13069	50854.78	55277.02	54751.310000000005	84458.95	42195.79	56391.42999999999	50863.32000000001	58662.28	56444.2	72507.09999999999	71933.70000000001	62200.01000000001	60462.98	59323.60999999999	56837.36	59284.61	109697.64	63020.57	39639.64	59199.12	54740.59	50392.78	46118.64	31883.51	77439.21999999999	60956.53999999999	49433.25000000001	76999.96999999999	58984.55	69358.15	56312.77	58187.82	85026.7	63124.65	97809.1	48564.01	72648.88	42079.78999999999	53043.4	53187.35	102749.87	69301.59999999999	58194.98	35418.97	81339.88999999998	96729.68	75583.77	43553.740000000005	383.74	7809.66	2088.25	12254.0	2470.87	849.0600000000001	44.17	38216.98	15211.31	44265.81	60084.58	56490.71000000001
RXN-13074	18.16	26.83	37.5	37.67	6.83	11.33	61.33	56.33	48.84	31.17	53.5	47.83	24.33	44.16	10.0	12.17	31.67	19.5	8.83	18.67	19.17	11.5	11.67	3.67	34.0	16.75	11.0	13.5	4.0	14.0	12.0	9.5	35.0	9.0	19.34	10.67	7.17	21.5	6.5	54.17	3.0	4.5	6.5	14.0	38.67	50.67	16.0	24.0	19.5	0.5	0.0	0.0	0.0	0.0	0.0	164.82999999999998	123.0	161.5	0.0	0.0
RXN-13081	244.2	445.8	287.2	357.8	232.4	266.4	233.4	397.4	368.4	461.2	369.2000000000001	244.2	463.6	472.4	463.4	379.2000000000001	492.8	460.4	457.4	324.4	274.8	367.2	732.8	242.4	211.6	352.4	576.8	636.0	445.2000000000001	156.39999999999998	306.0	320.4	406.0	232.0	336.8	325.6	183.0	316.20000000000005	210.2	560.4000000000001	306.4	298.4	263.2	435.2	164.2	144.6	309.6	151.39999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	206.0	87.4	66.6
RXN-13089	0.67	0.78	0.66	2.45	1.55	2.22	1.44	6.11	5.56	1.33	2.67	3.5500000000000003	5.0	8.78	2.12	3.0	1.67	2.56	4.33	1.22	3.45	1.89	4.0	1.34	0.0	0.0	0.11	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	1.22	3.56	1.33	2.89	3.66	1.44	0.22	0.33	1.77	0.44	0.78	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13116	12981.66	10441.67	8956.67	19395.66	4936.67	9315.67	12543.0	12995.0	7947.33	17208.0	11019.66	10636.99	8875.33	7479.67	2423.66	4907.0	18426.01	8907.0	3926.66	13213.0	7112.34	6497.33	4097.67	2878.67	25.67	33.67	37.67	51.67	38.67	27.0	30.33	25.33	55.67	35.0	57.67	41.33	22.67	75.33	18.0	18.67	17.0	23.33	42.33	44.33	18.67	28.0	26.67	10.67	5.0	252.66000000000005	26.33	99.0	43.67	2.0	2.67	27.0	106.67	32.67	263.0	293.33000000000004
RXN-13117	28390.66	22923.17	18392.67	38069.66	9667.17	17547.67	26110.5	24455.5	16711.33	33779.5	22076.66	19091.49	27114.83	20460.17	7656.16	13677.0	38954.01	19264.5	8678.16	23316.0	14923.84	14124.83	8850.17	6528.17	234.67	204.67	256.17	256.17	177.67000000000002	173.0	91.33	96.83	190.17	291.5	221.67	269.33	265.67	1482.83	3741.0	854.17	91.0	719.33	298.33	3381.83	1204.67	1703.0	196.67	635.67	21.0	271.16	27.33	536.5	164.17000000000002	5.5	3.17	421.5	466.67	295.17	242.5	177.82999999999998
RXN-13118	15015.91	12543.67	10646.92	22925.91	5910.17	10753.67	15856.75	14933.5	10101.58	20986.5	13089.91	12383.74	14321.58	10782.92	4038.16	7964.0	23623.76	11454.75	5204.66	15267.5	8965.84	8045.58	5346.17	3882.17	107.17	103.42	129.92000000000002	128.42000000000002	85.92	73.25	44.58	47.58	94.92	149.5	113.92	133.57999999999998	135.92000000000002	716.83	1866.5	424.92	45.0	361.58	159.07999999999998	1689.08	592.42	840.25	101.17	311.67	5.25	252.66000000000005	26.33	137.25	103.42	3.0	2.67	182.25	263.92	114.67	3.75	6.33
RXN-13119	28390.66	22923.17	18392.67	38069.66	9667.17	17547.67	26110.5	24455.5	16711.33	33779.5	22076.66	19091.49	27114.83	20460.17	7656.16	13677.0	38954.01	19264.5	8678.16	23316.0	14923.84	14124.83	8850.17	6528.17	234.67	204.67	256.17	256.17	177.67000000000002	173.0	91.33	96.83	190.17	291.5	221.67	269.33	265.67	1482.83	3741.0	854.17	91.0	719.33	298.33	3381.83	1204.67	1703.0	196.67	635.67	21.0	271.16	27.33	536.5	164.17000000000002	5.5	3.17	421.5	466.67	295.17	242.5	177.82999999999998
RXN-13121	15015.91	12543.67	10646.92	22925.91	5910.17	10758.67	15856.75	14935.5	10101.58	20986.5	13089.91	12383.74	14321.58	10782.92	4046.16	7964.0	23623.76	11454.75	5213.66	15267.5	8965.84	8047.58	5346.17	3882.17	107.17	103.42	129.92000000000002	128.42000000000002	85.92	73.25	44.58	47.58	94.92	149.5	113.92	133.57999999999998	135.92000000000002	716.83	1866.5	424.92	45.0	361.58	159.07999999999998	1689.08	592.42	840.25	101.17	311.67	5.25	252.66000000000005	26.33	441.25	103.42	3.0	2.67	182.25	263.92	114.67	148.75	85.33
RXN-13122	15015.91	12543.67	10646.92	22925.91	5910.17	10758.67	15856.75	14935.5	10101.58	20986.5	13089.91	12383.74	14321.58	10782.92	4046.16	7964.0	23623.76	11454.75	5213.66	15267.5	8965.84	8047.58	5346.17	3882.17	107.17	103.42	129.92000000000002	128.42000000000002	85.92	73.25	44.58	47.58	94.92	149.5	113.92	133.57999999999998	135.92000000000002	716.83	1866.5	424.92	45.0	361.58	159.07999999999998	1689.08	592.42	840.25	101.17	311.67	5.25	252.66000000000005	26.33	441.25	103.42	3.0	2.67	182.25	263.92	114.67	148.75	85.33
RXN-13127	53930.89	43820.68	37471.93	81055.89	20420.18	38450.68	53464.75	53869.5	33730.57	72553.5	45983.89	44093.71	40467.57	33062.93	10006.14	22226.0	78385.79	37905.75	16879.64	54807.5	30182.86	27380.57	17507.18	12470.18	184.18	204.43	242.93	283.43	201.93	154.25	135.57	123.57	261.93	254.5	283.93	257.57	203.93	918.82	1920.5	480.93	96.0	431.57	286.07	1822.07	648.4300000000001	924.25	181.18	343.68	20.25	1010.64	105.32	738.2500000000001	234.43	9.0	10.68	263.25	583.9300000000001	212.68	148.75	92.32
RXN-13129	15811.82	15246.99	14409.09	15635.84	16668.08	25838.0	8260.34	11972.5	19037.1	10371.5	21504.27	19180.58	13479.33	21134.83	15546.67	19577.5	13031.51	18815.75	17285.260000000002	18003.18	17532.66	17150.739999999998	26680.07	12636.83	12026.76	10201.26	17006.510000000002	10876.74	10920.25	13567.99	13915.08	11594.83	6215.99	12549.34	13225.0	10945.5	12725.01	9276.5	17833.25	11139.82	6459.34	12342.49	9118.25	9928.74	6548.75	6805.91	3691.24	6877.66	24.26	1293.99	693.0	3979.25	408.76	88.0	3.0	4308.92	1314.9199999999998	5145.01	21846.51	20222.01
RXN-13141	0.0	0.29	0.14	0.43	0.0	2.71	0.0	1.29	0.0	0.43	0.29	0.57	0.71	0.86	1.14	1.14	3.0	1.0	0.57	0.29	0.43	0.71	6.71	0.0	3.0	9.0	0.43	81.86	20.0	0.0	19.0	60.0	43.0	68.0	0.0	7.0	0.0	3.0	12.0	4.0	0.0	16.0	10.0	0.0	0.0	5.0	9.0	40.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13142	90706.6	138531.09	112433.83000000002	114271.52	160487.13	178602.34999999998	58826.76	97021.13	111050.29	103488.47000000002	153543.58000000002	127509.69000000002	98210.23	190147.57000000004	123159.64	147684.34	94937.19	160732.15000000002	118987.36	138334.93	109831.9	124383.69999999998	169980.11	90971.61	86771.58	116458.88	101718.0	126455.88	100031.94	107757.61	100567.46	96686.66	108931.64	105427.69999999998	112737.43000000002	85143.94	103521.23	121865.15	114408.93	145672.37	101767.1	113540.33000000002	80742.81	106930.87	96820.23	88682.22	92412.56999999998	64241.15	778.4300000000001	13622.26	13100.570000000002	51511.4	10313.37	5254.31	76549.22	137642.91999999998	135383.76	147891.11000000002	221810.55	212249.23
RXN-13144	12.66	17.33	17.0	28.67	4.33	4.33	64.33	21.33	20.34	10.67	22.0	14.33	7.33	27.66	4.0	2.67	17.67	8.0	4.33	10.67	7.67	3.0	4.67	2.67	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	1.34	0.67	0.67	0.0	0.0	0.67	0.0	0.0	1.0	0.0	0.67	1.67	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	0.0	82.0	0.0	0.0
RXN-13146	53930.89	43820.68	37471.93	81055.89	20420.18	38450.68	53464.75	53869.5	33730.57	72553.5	45983.89	44093.71	40467.57	33062.93	10006.14	22226.0	78385.79	37905.75	16879.64	54807.5	30182.86	27380.57	17507.18	12470.18	184.18	204.43	242.93	283.43	201.93	154.25	135.57	123.57	261.93	254.5	283.93	257.57	203.93	918.82	1920.5	480.93	96.0	431.57	286.07	1822.07	648.4300000000001	924.25	181.18	343.68	20.25	1010.64	105.32	738.2500000000001	234.43	9.0	10.68	263.25	583.9300000000001	212.68	148.75	92.32
RXN-13158	252481.43999999997	299330.55999999994	249893.87	294593.49	259617.65	342401.35	169832.13	233158.04000000004	257968.71	308875.85	310400.42000000004	270469.67000000004	284157.7	365899.38000000006	294041.80999999994	335506.4	325803.77	356774.56	252701.16000000003	295274.10000000003	260125.63	270372.75	360675.73	189930.44	255585.61	277652.74	255504.42	327165.15	274571.0	269598.14	255152.87	238490.33	283915.83	247512.03000000003	315365.34	213365.91	270192.18	269667.29	272820.22000000003	331407.94	324654.56000000006	288277.56	218969.74	226907.74	264711.93	277659.05	270265.37	158513.68	2613.34	38209.56	27742.75	75726.14	19820.23	12768.52	76647.39	261587.97	195087.22	296414.66000000003	283391.17	263449.74
RXN-13162	14292.31	28391.11	20623.1	26808.31	19292.84	32409.51	7905.01	12343.34	16882.17	9086.93	27635.660000000003	19804.27	8191.22	34241.090000000004	19524.28	20184.44	8263.17	27515.5	19096.94	24526.22	16677.480000000003	18967.28	32667.18	16083.12	4761.6900000000005	12051.79	10059.7	9939.38	10427.45	5551.52	6326.0	6862.05	5779.27	5003.28	3666.09	5952.13	3846.19	2264.41	3905.39	5479.09	3153.15	4749.78	2143.62	2418.9700000000003	2979.73	2197.41	1623.27	2831.72	15.0	589.33	476.5	1725.84	357.0	91.0	3.0	1106.97	661.0	916.9	14530.93	13544.09
RXN-13163	543686.94	641364.46	537267.74	614748.26	558136.91	740039.9500000001	348087.5	494227.61	558456.56	684039.94	658198.69	574160.79	591317.63	786075.8700000001	628970.29	721937.41	665344.95	782592.1599999999	559630.7799999999	636259.5800000001	558093.25	585168.9	814085.4199999999	418444.45	550831.79	634163.6599999999	614132.1799999999	755423.74	660814.89	583786.83	569861.8300000001	534174.2200000001	627032.8999999999	532720.1799999999	664384.82	484782.04	576760.98	591075.44	592615.46	758386.2600000001	706035.96	632932.47	470590.08	500674.38	555964.37	578937.5599999999	588572.66	336939.49000000005	5951.95	84510.97	64561.98	154396.46	42810.3	27370.7	153339.22	560367.8	401313.16	647044.42	583259.26	540468.8300000001
RXN-13165	15027.91	12550.67	10658.92	22942.91	5910.17	10758.67	15861.75	14935.5	10104.58	20986.5	13097.91	12389.74	14324.58	10786.92	4046.16	7964.0	23634.76	11463.75	5213.66	15270.5	8969.84	8062.58	5346.17	3882.17	211.17	196.42	214.92	198.42	184.92	154.25	155.57999999999998	137.57999999999998	170.92000000000002	271.5	190.92	202.58	163.92000000000002	735.83	1927.5	453.92	76.0	384.58	195.08	1703.08	611.42	861.25	128.17000000000002	334.67	76.25	252.66000000000005	26.33	441.25	433.42	3.0	2.67	251.25	263.92	150.67000000000002	148.75	85.33
RXN-13171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13174	15027.91	12550.67	10658.92	22942.91	5910.17	10758.67	15861.75	14935.5	10104.58	20986.5	13097.91	12389.74	14324.58	10786.92	4046.16	7964.0	23634.76	11463.75	5213.66	15270.5	8969.84	8062.58	5346.17	3882.17	211.17	196.42	214.92	198.42	184.92	154.25	155.57999999999998	137.57999999999998	170.92000000000002	271.5	190.92	202.58	163.92000000000002	735.83	1927.5	453.92	76.0	384.58	195.08	1703.08	611.42	861.25	128.17000000000002	334.67	76.25	252.66000000000005	26.33	441.25	433.42	3.0	2.67	251.25	263.92	150.67000000000002	148.75	85.33
